date,platform,sku_id,sku_name,category,unit_price,unit_cost,units_sold,ad_spend,impressions,clicks,orders,stock,returns,promotion_flag
2026-08-03,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,47,523.34,29688,1446,47,959,1,False
2026-08-03,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,74,452.21,18276,407,74,1119,2,False
2026-08-03,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,110,253.99,10625,574,63,2433,1,False
2026-08-03,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,106,369.77,26667,795,106,2880,4,False
2026-08-03,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,62,454.33,16544,466,62,1350,1,False
2026-08-03,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,34,495.69,18360,1049,34,589,0,False
2026-08-03,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,53,444.61,25617,730,53,630,3,False
2026-08-03,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,89,593.26,13169,494,89,1428,2,False
2026-08-03,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,164,559.34,29884,1574,164,2039,7,False
2026-08-03,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,108,243.12,11507,571,70,796,2,False
2026-08-03,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,49,341.15,16650,669,49,885,2,False
2026-08-03,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,67,478.11,9444,190,40,1436,2,False
2026-08-03,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,111,528.38,22014,934,109,1737,6,False
2026-08-04,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,126,250.06,20098,870,106,1033,2,False
2026-08-04,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,75,602.52,9307,520,68,1722,1,False
2026-08-04,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,39,546.65,21316,1256,39,1036,2,False
2026-08-04,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,59,256.38,13801,762,59,1403,2,False
2026-08-04,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,94,617.48,16131,494,94,2163,1,False
2026-08-04,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,106,583.54,23083,784,106,1413,5,False
2026-08-04,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,58,490.22,17129,934,58,1181,1,False
2026-08-04,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,37,367.85,25570,850,37,1110,1,False
2026-08-04,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,48,452.88,9253,225,37,1606,2,False
2026-08-04,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,75,464.92,20622,1154,75,1669,0,False
2026-08-04,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,141,424.36,29975,835,137,2605,8,False
2026-08-04,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,108,472.88,12083,589,85,1542,2,False
2026-08-04,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,52,369.13,12170,336,52,586,1,False
2026-08-04,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,83,261.79,21306,893,83,1148,2,False
2026-08-04,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,117,452.59,23236,875,117,1912,4,False
2026-08-05,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,130,631.12,29589,692,122,2461,5,False
2026-08-05,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,76,564.66,18171,526,68,1661,0,False
2026-08-05,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,41,403.31,10386,396,41,1010,1,False
2026-08-05,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,69,360.47,12835,593,59,961,3,False
2026-08-05,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,108,230.1,13763,717,108,1522,3,False
2026-08-05,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,97,611.21,12369,643,97,1207,5,False
2026-08-05,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,65,626.52,28075,1476,65,1852,2,False
2026-08-05,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,40,389.58,23554,895,40,481,2,False
2026-08-05,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,48,545.51,15839,490,48,1055,1,False
2026-08-05,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,74,330.26,12534,326,51,1718,1,False
2026-08-05,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,131,374.99,23267,852,111,1634,4,False
2026-08-05,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,107,454.52,26864,946,95,1585,2,False
2026-08-05,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,58,581.12,21730,902,58,1089,2,False
2026-08-05,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,87,409.47,23913,506,76,821,3,False
2026-08-05,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,116,257.57,12182,721,116,1594,6,False
2026-08-06,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,123,491.61,22044,560,94,1131,1,False
2026-08-06,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,77,279.48,20423,635,77,1084,2,False
2026-08-06,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,49,401.04,9706,582,49,933,2,False
2026-08-06,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,70,486.32,16102,450,46,1353,1,False
2026-08-06,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,88,494.65,15142,584,80,1758,2,False
2026-08-06,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,99,632.96,13366,783,90,2425,1,False
2026-08-06,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,60,498.35,20997,1210,60,1943,2,False
2026-08-06,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,39,294.14,17882,965,39,893,0,False
2026-08-06,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,59,547.84,22037,1023,59,903,2,False
2026-08-06,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,68,377.43,22205,1297,68,1633,3,False
2026-08-06,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,152,384.68,29314,902,152,2456,5,False
2026-08-06,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,95,384.72,16794,552,75,1634,5,False
2026-08-06,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,50,391.88,26672,1184,50,934,0,False
2026-08-06,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,86,265.46,16465,553,86,754,3,False
2026-08-06,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,111,184.77,10805,320,51,2411,4,False
2026-08-07,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,110,403.76,22685,1173,110,2412,2,False
2026-08-07,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,84,323.92,23507,990,84,1430,5,False
2026-08-07,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,45,345.35,18047,542,45,707,0,False
2026-08-07,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,57,431.86,14066,389,57,1362,1,False
2026-08-07,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,102,537.3,11294,602,86,1814,2,False
2026-08-07,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,90,512.77,9491,559,90,1218,4,False
2026-08-07,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,56,588.18,8401,360,56,1307,1,False
2026-08-07,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,32,204.15,23654,581,32,1079,1,False
2026-08-07,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,53,502.63,26443,1532,53,687,1,False
2026-08-07,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,81,375.6,28264,820,81,1813,2,False
2026-08-07,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,141,584.28,18006,769,83,2979,8,False
2026-08-07,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,84,538.49,16671,773,84,1490,1,False
2026-08-07,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,47,181.26,27458,1065,47,704,1,False
2026-08-07,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,72,584.02,15648,891,72,598,2,False
2026-08-07,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,125,618.82,25844,749,91,1522,2,False
2026-08-08,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,133,208.03,27498,1373,133,2576,3,True
2026-08-08,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,88,503.68,16920,677,88,1591,1,True
2026-08-08,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,48,383.05,16204,340,45,606,2,True
2026-08-08,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,90,455.95,16831,724,90,542,1,True
2026-08-08,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,125,387.85,27180,1017,125,1272,7,True
2026-08-08,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,118,371.92,11427,620,92,1614,5,True
2026-08-08,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,74,624.24,26025,558,63,1746,1,True
2026-08-08,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,39,543.1,8037,372,39,1021,1,True
2026-08-08,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,58,350.04,28493,1073,58,1355,1,True
2026-08-08,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,88,315.37,23883,593,88,2297,3,True
2026-08-08,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,165,254.44,26096,947,126,2083,8,True
2026-08-08,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,106,625.12,13045,520,106,1520,3,True
2026-08-08,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,62,572.32,15986,611,62,1109,1,True
2026-08-08,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,100,530.76,10287,319,69,670,3,True
2026-08-08,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,169,418.64,17268,846,169,2194,6,True
2026-08-09,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,157,586.67,23870,806,147,1870,5,True
2026-08-09,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,98,331.24,15825,678,91,896,4,True
2026-08-09,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,48,530.01,20492,726,48,899,2,True
2026-08-09,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,92,412.8,24459,1433,92,560,1,True
2026-08-09,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,137,226.86,8502,415,67,2347,5,True
2026-08-09,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,107,400.66,19093,857,107,2937,1,True
2026-08-09,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,75,496.95,18376,828,75,1365,2,True
2026-08-09,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,45,470.21,17416,1043,45,539,1,True
2026-08-09,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,57,477.86,22538,600,57,1484,0,True
2026-08-09,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,94,206.38,22112,570,94,1409,3,True
2026-08-09,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,195,259.89,20535,919,125,1121,10,True
2026-08-09,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,107,396.74,16366,763,107,985,3,True
2026-08-09,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,63,436.9,19323,1149,63,416,3,True
2026-08-09,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,103,394.71,20605,1115,103,853,2,True
2026-08-09,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,143,319.06,8718,515,102,1988,3,True
2026-08-10,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,122,502.33,9607,542,114,2479,6,False
2026-08-10,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,89,544.6,19544,562,72,952,2,False
2026-08-10,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,48,540.71,12481,563,48,880,2,False
2026-08-10,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,61,387.19,12306,290,41,1160,2,False
2026-08-10,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,90,242.12,19988,824,90,1716,4,False
2026-08-10,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,89,567.6,17671,881,89,1942,1,False
2026-08-10,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,72,246.16,21022,1233,72,1954,2,False
2026-08-10,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,39,186.54,22902,795,39,770,0,False
2026-08-10,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,50,480.12,15661,608,50,930,2,False
2026-08-10,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,75,466.74,28820,1526,75,1901,1,False
2026-08-10,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,140,245.7,17973,1075,126,2890,3,False
2026-08-10,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,97,362.66,25701,944,97,1144,1,False
2026-08-10,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,52,226.54,21373,1230,52,734,2,False
2026-08-10,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,71,389.01,19884,476,71,780,2,False
2026-08-10,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,137,348.58,14219,835,137,1476,7,False
2026-08-11,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,105,279.69,8699,191,28,2264,6,False
2026-08-11,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,86,276.45,26160,739,86,1768,4,False
2026-08-11,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,42,249.35,8092,251,42,1048,2,False
2026-08-11,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,65,555.3,8844,223,34,641,3,False
2026-08-11,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,102,187.42,12153,603,102,1251,4,False
2026-08-11,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,95,545.67,11573,440,58,2007,3,False
2026-08-11,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,68,607.11,17883,685,68,1536,0,False
2026-08-11,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,35,368.76,24065,1167,35,884,1,False
2026-08-11,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,49,249.72,28457,1289,49,659,1,False
2026-08-11,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,91,429.36,27838,1035,91,1571,1,False
2026-08-11,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,150,592.52,15045,559,130,2084,4,False
2026-08-11,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,105,367.4,18241,676,105,1632,3,False
2026-08-11,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,48,613.8,10797,256,29,411,2,False
2026-08-11,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,85,441.49,26402,1121,85,1168,2,False
2026-08-11,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,133,622.33,9685,568,107,1518,3,False
2026-08-12,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,122,279.99,15348,827,122,2299,4,False
2026-08-12,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,70,310.93,22061,1187,70,947,3,False
2026-08-12,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,46,482.07,29555,1571,46,380,0,False
2026-08-12,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,68,325.22,8200,223,27,895,2,False
2026-08-12,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,87,528.26,11006,548,72,2452,2,False
2026-08-12,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,91,353.92,26598,1166,91,2432,1,False
2026-08-12,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,68,203.39,22519,1046,68,750,2,False
2026-08-12,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,33,534.82,22087,539,33,447,1,False
2026-08-12,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,52,324.96,27638,613,52,763,2,False
2026-08-12,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,86,539.16,11931,242,51,1292,1,False
2026-08-12,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,138,510.73,29890,1561,138,1980,7,False
2026-08-12,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,82,188.81,18258,785,82,1892,3,False
2026-08-12,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,52,234.13,18642,501,52,375,1,False
2026-08-12,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,82,350.07,11468,340,64,1002,2,False
2026-08-12,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,116,325.83,18913,967,107,1377,4,False
2026-08-13,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,121,271.13,19504,957,121,2543,6,False
2026-08-13,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,73,248.83,27739,724,73,908,1,False
2026-08-13,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,51,1330.39,26472,1334,51,714,2,False
2026-08-13,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,66,478.59,28552,932,66,1210,2,False
2026-08-13,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,103,554.27,19532,787,103,1805,3,False
2026-08-13,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,83,570.9,10958,488,83,1116,2,False
2026-08-13,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,65,552.15,22736,1281,65,1858,1,False
2026-08-13,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,37,1163.79,22762,549,37,1092,1,False
2026-08-13,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,55,417.14,16118,778,55,710,1,False
2026-08-13,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,82,351.03,20694,752,82,2360,3,False
2026-08-13,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,156,484.23,11096,469,74,1094,3,False
2026-08-13,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,106,633.27,12927,430,80,1459,1,False
2026-08-13,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,51,1777.5,20843,524,51,894,0,False
2026-08-13,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,79,482.44,12187,570,79,882,3,False
2026-08-13,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,126,427.4,21874,882,90,1898,3,False
2026-08-14,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,136,340.61,14291,415,50,2522,1,False
2026-08-14,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,88,227.54,25253,543,81,1688,4,False
2026-08-14,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,40,999.77,28471,1490,40,484,1,False
2026-08-14,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,63,497.89,22555,1001,63,782,3,False
2026-08-14,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,92,292.41,23368,1312,92,2441,4,False
2026-08-14,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,98,387.08,20513,822,98,2529,1,False
2026-08-14,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,58,464.19,9709,443,58,1827,2,False
2026-08-14,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,31,1617.2,17340,404,31,1011,1,False
2026-08-14,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,52,570.59,15275,804,52,621,2,False
2026-08-14,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,77,366.33,20653,1234,77,1435,0,False
2026-08-14,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,162,574.41,12785,326,46,2285,8,False
2026-08-14,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,101,245.23,22699,1012,101,1599,1,False
2026-08-14,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,49,700.76,27951,1149,49,1079,1,False
2026-08-14,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,73,202.44,28408,1087,73,983,4,False
2026-08-14,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,123,187.72,15927,776,111,1676,1,False
2026-08-15,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,143,448.21,29896,700,143,1342,1,True
2026-08-15,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,100,418.44,26158,544,100,1984,1,True
2026-08-15,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,54,995.26,19701,1015,54,931,2,True
2026-08-15,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,84,542.61,18895,478,73,1332,2,True
2026-08-15,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,130,570.28,23680,1071,130,1963,1,True
2026-08-15,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,129,395.11,9435,487,113,1558,3,True
2026-08-15,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,75,367.17,23512,708,75,1748,1,True
2026-08-15,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,43,1531.6,18876,583,43,1022,1,True
2026-08-15,JD,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,63,386.68,19109,1126,63,1576,2,True
2026-08-15,JD,SKU005,高蛋白酸奶,食品,9.9,5.8,112,424.06,21910,507,96,2161,5,True
2026-08-15,Douyin,SKU001,无糖青柠气泡水,饮料,6.9,3.2,182,330.97,29657,943,157,1123,8,True
2026-08-15,Douyin,SKU002,原味燕麦早餐棒,食品,12.9,6.5,107,388.64,19552,871,107,1248,4,True
2026-08-15,Douyin,SKU003,清爽控油洗发水,个人护理,39.9,18.0,73,579.49,21310,735,73,873,3,True
2026-08-15,Douyin,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,110,247.11,22358,478,52,1191,5,True
2026-08-15,Douyin,SKU005,高蛋白酸奶,食品,9.9,5.8,143,359.94,27827,727,121,1764,4,True
2026-08-16,Tmall,SKU001,无糖青柠气泡水,饮料,6.9,3.2,147,216.14,20024,719,141,1240,3,True
2026-08-16,Tmall,SKU002,原味燕麦早餐棒,食品,12.9,6.5,88,525.77,20680,1169,88,1318,4,True
2026-08-16,Tmall,SKU003,清爽控油洗发水,个人护理,39.9,18.0,59,786.38,24095,674,59,828,0,True
2026-08-16,Tmall,SKU004,婴儿柔湿巾,家庭护理,19.9,9.0,73,515.28,18472,862,73,1621,2,True
2026-08-16,Tmall,SKU005,高蛋白酸奶,食品,9.9,5.8,117,320.98,28896,779,117,1067,2,True
2026-08-16,JD,SKU001,无糖青柠气泡水,饮料,6.9,3.2,137,552.27,24188,509,93,1442,3,True
2026-08-16,JD,SKU002,原味燕麦早餐棒,食品,12.9,6.5,87,439.27,10825,244,38,1472,3,True
2026-08-16,JD,SKU003,清爽控油洗发水,个人护理,39.9,18.0,44,1044.6,26838,615,44,673,1,True
